id,y
1,71.34112
2,99.55031
3,82.87604
4,89.4992
5,130.25638
8,99.70716
10,120.4312
11,97.53942
12,109.30903
14,99.65776
15,124.7117
16,113.15872
17,108.01593
19,96.56187
20,110.42065
21,108.82113
22,120.24016
23,107.43907
26,98.66104
28,92.00675
29,100.15821
33,115.21953
35,93.51036
41,98.22336
42,87.73572
43,129.79876
45,99.55671
46,105.38945
51,94.48263
53,82.6426
55,114.17295
56,94.10142
57,116.02167
58,95.1653
59,104.2062
63,113.20413
64,94.57918
65,105.15133
69,99.44662
71,95.0614
72,110.54742
73,95.36868
76,106.13923
77,104.08967
78,125.28849
82,94.69968
83,104.76007
84,94.50851
85,103.8998
87,112.41786
88,90.33211
89,130.55165
91,95.21982
93,105.79792
94,103.04672
95,96.21294
96,113.23909
97,92.83858
98,113.53505
99,93.96037
101,105.11987
103,114.92832
104,92.37968
105,108.5069
110,83.31692
111,112.78815
113,113.19014
114,94.07423
115,113.80175
117,114.92832
120,93.17363
121,112.51239
122,91.79747
123,114.87925
126,112.45777
132,112.26158
135,106.1883
137,105.39638
138,94.39874
140,93.27327
142,112.98554
144,112.13539
148,93.24743
149,113.4426
155,93.02711
156,112.39372
157,92.55083
162,114.41254
163,94.74187
167,95.53012
172,117.8192
179,114.24891
180,92.46414
181,111.78492
182,96.63691
183,114.28882
185,114.28882
187,113.47718
188,93.71076
189,93.67749
191,92.98746
192,112.70971
193,93.78994
194,111.78059
195,91.44209
196,113.6219
198,95.24472
199,112.00362
201,104.61485
204,94.30444
205,105.55614
206,94.27314
210,93.88951
211,105.10268
216,112.31306
219,117.49713
220,91.97025
221,111.39314
226,111.75854
227,94.06163
228,112.16264
230,111.70049
231,92.55083
235,117.09076
236,93.69001
238,112.03584
242,104.29748
243,94.12638
244,77.7386
245,112.86574
247,121.09306
248,94.37209
249,92.5945
250,112.45937
251,93.69001
253,115.93724
254,92.65655
256,93.59233
257,91.84626
258,115.60232
259,93.33662
262,75.35182
266,95.934
267,113.51118
272,103.23609
273,114.07402
275,100.37693
276,115.4077
279,95.00147
280,104.68698
283,93.81882
285,112.34933
288,113.97991
289,95.54471
290,104.41386
291,94.19313
292,111.27547
293,112.20679
296,107.21987
297,113.16366
298,118.10677
299,93.55538
304,93.49932
305,97.2022
306,92.82901
307,112.01306
311,110.36031
313,111.85289
314,93.27172
316,93.84301
324,93.86281
327,94.63882
329,93.18753
330,111.84092
337,101.23135
338,93.79982
339,105.3271
340,94.02668
343,93.93791
345,116.01644
346,93.34123
347,118.77507
349,112.67408
350,92.74105
352,112.57346
353,92.16192
354,77.14073
357,92.81886
358,113.68409
362,114.49071
364,117.33283
365,104.24418
366,92.83192
367,112.14034
368,93.89036
370,78.07922
373,94.10101
377,92.60958
378,112.2734
382,104.14814
384,112.0314
390,92.44833
392,112.9733
393,112.01008
395,94.0147
396,105.48821
399,78.05128
406,111.8723
408,111.8723
409,93.06269
410,76.23775
412,114.68362
413,93.01449
419,94.06013
420,113.84585
421,93.25519
430,100.37658
434,92.68775
436,94.33687
437,93.53783
438,93.20871
439,111.65703
440,93.86777
443,112.62967
446,94.16151
448,92.8135
452,93.92552
453,104.65008
457,103.94888
458,93.5651
459,116.78612
460,103.48433
462,106.50598
464,104.20644
465,117.43583
467,119.81842
471,112.04781
472,75.88173
473,94.03267
475,94.5011
480,94.55265
488,112.26473
490,112.02027
491,104.28401
492,78.07329
493,93.41404
497,93.56998
498,112.3996
499,94.71488
500,104.00493
501,93.39658
502,120.89947
506,81.25793
510,112.42503
511,92.81408
512,93.26415
516,111.19202
518,92.38661
519,119.92455
521,91.57398
522,113.88079
526,112.24475
529,95.34365
532,112.77299
533,93.51405
536,113.08458
537,99.37774
539,94.28157
540,104.25155
541,92.8962
543,93.17535
546,112.68896
547,92.94568
548,79.16239
551,93.58887
552,103.71245
556,102.77986
557,95.0088
558,112.12617
559,94.09403
560,105.37912
562,105.21585
566,94.17971
570,112.11287
571,93.53783
572,105.2401
573,93.63594
575,117.48468
576,112.3767
577,92.72623
579,93.07659
580,113.22803
581,112.73432
589,112.02027
591,103.57666
593,93.65457
594,104.47896
595,92.59889
598,92.60691
602,112.05892
604,112.31318
606,112.82692
608,92.90594
609,105.61737
610,93.59299
616,112.87836
617,93.71055
618,103.84319
620,105.8857
622,111.82488
623,92.6898
624,113.86766
626,112.54736
628,112.19291
629,93.43927
630,111.78203
637,93.54301
638,104.7786
643,94.63353
645,94.50935
646,117.2359
648,94.06628
652,93.44505
653,93.69705
654,112.04838
656,112.68046
657,94.20251
659,93.72459
660,104.88659
663,92.98823
664,112.26676
666,103.84061
668,112.08419
669,93.38865
671,94.1318
675,92.46285
677,93.6098
678,111.97177
679,103.58111
682,93.61052
685,104.55675
687,93.78631
688,93.47106
693,112.41749
696,96.56259
698,94.27745
701,94.55134
704,103.89835
705,116.70591
709,114.35538
710,92.95392
711,105.35338
712,94.09873
714,112.61201
715,95.21315
716,112.22191
717,93.64338
720,116.48724
721,93.05992
724,104.3139
725,93.61967
726,112.40656
728,113.28088
731,93.89498
734,105.96741
738,93.59515
745,111.46639
746,94.30363
751,77.52243
754,93.53057
756,93.38241
758,94.04324
759,112.23449
761,117.5411
766,93.31253
767,111.97473
768,92.98978
769,111.69062
770,97.90688
771,79.03058
772,103.95539
773,93.63193
774,112.03209
776,111.88803
777,93.94123
780,119.44469
782,104.50446
787,104.64021
788,94.51518
792,92.68828
793,113.72382
798,94.3766
800,93.10015
806,112.2909
809,112.31947
811,113.39658
812,92.49175
814,118.47323
816,103.69839
817,94.16467
818,109.51586
820,115.48913
823,93.71713
829,92.87629
830,113.35483
831,92.23923
834,112.34
839,94.02447
841,78.8349
844,105.8766
845,93.67797
848,93.27932
850,96.00924
851,103.81206
852,93.54218
854,93.41051
855,97.74764
856,104.14914
859,103.62703
861,112.1212
864,93.55403
865,111.95087
866,93.0708
867,93.22693
869,94.45182
871,93.18393
872,112.30412
882,103.72039
883,92.9763
885,94.03872
888,94.89916
893,112.98014
901,111.87158
903,104.54737
904,95.12059
905,103.98408
910,94.96937
911,112.7142
914,112.27725
918,114.27951
921,92.45091
928,94.49357
929,104.19868
932,94.1651
933,106.8913
934,94.96937
935,112.58428
937,106.76189
939,94.14182
940,103.84776
941,94.52672
942,104.51256
943,93.94407
944,104.08271
947,112.30412
949,112.42863
951,111.711
952,94.39462
953,104.57169
954,80.29725
957,112.38405
959,93.74912
960,116.15262
963,118.19281
965,112.30412
967,103.4913
971,93.98893
972,78.36521
973,93.01405
974,111.93118
975,95.01345
978,119.109
980,112.96467
981,94.84676
984,112.98876
986,94.96937
988,93.25356
989,113.81786
990,105.96364
992,112.03266
996,93.6329
999,111.7778
1000,93.83692
1001,111.65212
1002,93.02699
1003,111.95504
1004,91.472
1008,106.71967
1009,108.21841
1010,106.26623
1012,115.88978
1013,94.91177
1014,116.19099
1015,94.07762
1016,116.95723
1019,94.50956
1020,113.48335
1021,94.96937
1022,103.95292
1024,94.96937
1025,78.49691
1027,94.21295
1028,104.84119
