id,y
1,81.00791969995778
2,108.93037989390575
3,90.11763619691564
4,86.08548061378045
5,123.20366308171947
8,94.61685116926222
10,114.14936739737189
11,101.25404591835385
12,123.04574477245453
14,95.86517651196422
15,121.0758303615309
16,114.30940071911903
17,103.18700979544312
19,98.6323301872146
20,109.67527367526725
21,104.84359367806152
22,122.96693199519764
23,104.8140223620087
26,100.90656058595184
28,95.26912109351593
29,98.66144274787142
33,99.19310808618245
35,96.76941288790209
41,98.39921993995253
42,95.22133752359035
43,115.44324420817381
45,104.5328949806703
46,107.68453809872952
51,94.17060370750616
53,86.84928308166215
55,112.56525984739869
56,94.1257438625111
57,109.22133737651762
58,94.82703695243468
59,104.96502502783696
63,110.19405870956672
64,96.51472557059628
65,108.50106273612877
69,107.974655438494
71,95.64314746369861
72,104.33242380325547
73,97.71910354596167
76,103.47356816602468
77,108.39074596736484
78,117.85260285521301
82,95.21596800741561
83,108.15689303567072
84,93.5796168533549
85,102.69357555858255
87,112.37728315220626
88,94.5983256234438
89,117.5676929318584
91,100.06377654133797
93,92.01671779467009
94,101.9627635642546
95,95.86368028258744
96,114.53235029904815
97,92.3427627170154
98,111.4869779323502
99,93.45178356153022
101,102.41672995493596
103,118.35656479038272
104,92.7515173359606
105,110.84162836653533
110,94.05960641528708
111,113.21371560999694
113,112.12765796720561
114,96.74960255299277
115,116.28336796944527
117,118.45181966468833
120,90.90937155324974
121,114.3708486670418
122,94.3779458086911
123,113.55568308436723
126,110.15745487866937
132,115.74331251515663
135,105.23095781954545
137,107.43673421618905
138,96.30253165061879
140,92.97081934667477
142,115.90183703165872
144,112.28346658703897
148,93.44729221737795
149,112.38884383586701
155,93.29513047460463
156,112.89065449845205
157,92.85598482809975
162,113.7621684511233
163,94.52334311743186
167,95.71231128709405
172,113.39693603475165
179,113.5007120657781
180,93.82410678667173
181,110.19306512548644
182,96.30292711153116
183,118.84514220044025
185,118.78632308687736
187,112.53295193922617
188,93.6745120217563
189,96.92431075260515
191,91.5503993349606
192,111.08764943663334
193,94.96945076100148
194,110.2005667237689
195,92.47779613374642
196,112.34873163431065
198,93.28194596206194
199,111.43824052760255
201,105.52015966866273
204,93.88840795184936
205,109.5667050407355
206,93.8877981480104
210,91.99790089861051
211,101.97488188968038
216,112.6995943062184
219,116.98314454722431
220,89.19458956993705
221,110.48681236494107
226,109.3560534592558
227,92.72532882791947
228,112.26410051183402
230,111.94987220952376
231,92.5842785190734
235,116.02757710609251
236,91.31284036849115
238,111.31854206589841
242,104.26831505061858
243,100.67140599654616
244,77.47450853707022
245,113.1393061887099
247,118.05421666442655
248,93.54712809958065
249,93.75033290042924
250,114.76433744243766
251,91.31284036849115
253,116.03899048371957
254,91.48543369149205
256,94.48690129982671
257,88.80581806446364
258,112.75814418193607
259,92.1037354039949
262,101.19632963438409
266,99.2177253175731
267,118.40009999864265
272,102.15519145458033
273,115.14703090373182
275,106.29158806680186
276,114.50684842638947
279,93.63401162660048
280,107.8267961635587
283,92.06923258250697
285,110.96866432396016
288,115.07442139104016
289,94.52584414810286
290,104.81271181635611
291,93.66451159933715
292,110.29913700565038
293,110.69506069070967
296,99.52403313250967
297,110.77716132609287
298,115.07942401488052
299,94.14084138274345
304,91.78596517324709
305,96.91748992389053
306,92.35930325675906
307,109.71532557249387
311,109.85633590900537
313,109.31422292466937
314,91.70126441194493
316,94.54142408791637
324,90.02386395370982
327,92.2690886904074
329,92.11433718101733
330,110.07455013374064
337,107.00779964344227
338,91.86957899816693
339,104.65381524446592
340,94.26656895748857
343,92.05240323701493
345,114.40436797583094
346,92.61912055686587
347,115.67494704672578
349,111.8607417979872
350,92.4305160882645
352,112.43815182539053
353,91.25901701865865
354,77.82080005062957
357,92.11177184455522
358,111.37286603663179
362,110.27763131610135
364,119.5966711362183
365,102.59570823741578
366,92.0535398723145
367,109.95829506553261
368,95.42185497874199
370,78.89220122861673
373,94.27328936480708
377,91.13502724764108
378,110.7184293123668
382,102.21080547605504
384,110.96787657527409
390,90.51764330697011
392,112.23150333182637
393,109.23307323822596
395,93.72555643487493
396,101.76325869130154
399,80.28608810176922
406,110.05133422395389
408,110.01347950797796
409,91.69637967914781
410,76.35582027493015
412,111.05488553976878
413,92.05395115322722
419,95.72114264365004
420,112.14984625244048
421,93.70905179048411
430,101.41170486346581
434,92.28458703953723
436,95.52465212477125
437,94.59841630499781
438,92.39122636697807
439,111.97084374132476
440,92.87112629519216
443,112.6835747128282
446,92.2628406793988
448,91.52498335812658
452,93.25983272354267
453,108.6097867119797
457,104.38744382859916
458,94.15104318547844
459,111.64635469229826
460,105.18335916529708
462,104.91790553951122
464,103.01326545329304
465,116.49204149874348
467,117.42611975803378
471,110.14442260976216
472,75.54630680991313
473,94.95605075857407
475,95.90093963783812
480,94.87846391622509
488,113.9887423590898
490,112.25668126005769
491,102.25314779754649
492,78.57335933048847
493,93.11415477223018
497,91.40220267827145
498,112.9671571324807
499,94.57138153846316
500,103.72176569846306
501,93.73362900476937
502,119.78104569658291
506,82.76909150060347
510,109.68744100929194
511,92.28949783611861
512,92.36846041801566
516,102.91991011656253
518,91.66000124423937
519,115.8138788030976
521,89.50049888381542
522,112.95082818513683
526,113.62595527722303
529,94.41479372479824
532,114.46379647562182
533,91.49105531068105
536,113.9101326455071
537,98.13546586559158
539,95.0985397583521
